Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits,recent_avg_deposits,Status,Assigned Branch
JPMorgan Chase Bank,0,Greenfield Hill Branch,1151,07/31/1973,07/14/1996,161 Hillside Road,Fairfield,Fairfield,CT,6824,41.16264,-73.28397,66475.0,66670.0,67826.0,69132.0,79192.0,73426.0,89757,80791.66666666667,CLOSED,320
JPMorgan Chase Bank,0,Newtown Branch,1153,12/28/1974,07/14/1996,30 Church Hill Road,Newtown,Fairfield,CT,6470,41.41458,-73.30159,51729.0,58509.0,65722.0,76224.0,84761.0,87607.0,100543,90970.33333333333,CLOSED,318
JPMorgan Chase Bank,0,Darien Branch,1154,10/05/1979,07/14/1996,454 Post Road,Darien,Fairfield,CT,6820,41.08477,-73.46233,142841.0,145601.0,145549.0,166939.0,179178.0,176695.0,179940,178604.33333333334,CLOSED,321
JPMorgan Chase Bank,0,Shelton Branch,1155,07/10/1982,07/14/1996,675 Bridgeport Avenue,Shelton,Fairfield,CT,6484,41.27746,-73.12147,67941.0,62727.0,69288.0,70702.0,85380.0,82786.0,93207,87124.33333333333,CLOSED,331
JPMorgan Chase Bank,0,Westport Main Street Branch,1157,07/02/1984,07/14/1996,184 Main Street,Westport,Fairfield,CT,6880,41.14397,-73.36171,180522.0,170549.0,201507.0,224984.0,209499.0,196850.0,256422,220923.66666666666,CLOSED,315
JPMorgan Chase Bank,0,New Haven Church Street Branch,1161,12/15/1986,07/14/1996,234 Church Street,New Haven,New Haven,CT,6510,41.30935,-72.92335,98624.0,91812.0,109615.0,118269.0,125632.0,138889.0,189656,151392.33333333334,OPEN,327
JPMorgan Chase Bank,0,Greens Farms Branch,1164,12/01/1989,07/14/1996,1090 Post Road East,Westport,Fairfield,CT,6880,41.13894,-73.32742,93672.0,97949.0,97217.0,107338.0,138597.0,129123.0,125597,131105.66666666666,CLOSED,321
JPMorgan Chase Bank,0,Bridgeport Boston Avenue Branch,1166,11/06/1958,07/14/1996,123 Boston Avenue,Bridgeport,Fairfield,CT,6610,41.20225,-73.18715,32025.0,33208.0,30830.0,34204.0,33075.0,36483.0,37338,35632.0,CLOSED,329
JPMorgan Chase Bank,0,Stratford Barnum Avenue Branch,1168,08/06/1959,07/14/1996,2855 Main Street,Stratford,Fairfield,CT,6614,41.19947,-73.13164,107234.0,108717.0,107494.0,103394.0,104079.0,105200.0,166129,125136.0,CLOSED,313
JPMorgan Chase Bank,0,Monroe Ct Branch,1170,08/08/1979,07/14/1996,456 Monroe Turnpike,Monroe,Fairfield,CT,6468,41.31428,-73.21837,63203.0,66795.0,68238.0,76666.0,79725.0,82839.0,84911,82491.66666666667,CLOSED,325
JPMorgan Chase Bank,0,New Canaan Branch,1171,01/01/1859,07/14/1996,21 East Avenue,New Canaan,Fairfield,CT,6840,41.14704,-73.49212,296742.0,338142.0,354297.0,340874.0,347820.0,381782.0,382113,370571.6666666667,CLOSED,316
JPMorgan Chase Bank,0,New Canaan Drive-In Branch,1172,05/18/1974,07/14/1996,21 East Avenue,New Canaan,Fairfield,CT,6840,41.14763,-73.49227,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,333
JPMorgan Chase Bank,0,Wilton Center Branch,1173,09/09/1978,07/14/1996,33 Old Ridgefield Road,Wilton,Fairfield,CT,6897,41.19454,-73.43425,240293.0,203817.0,205715.0,198059.0,219863.0,209799.0,244160,224607.33333333334,CLOSED,326
JPMorgan Chase Bank,0,Ridgefield Branch,1174,11/13/1971,07/14/1996,92-98 Grove Street,Ridgefield,Fairfield,CT,6877,41.28963,-73.497,111460.0,136416.0,138322.0,148903.0,143429.0,146849.0,161742,150673.33333333334,CLOSED,241
JPMorgan Chase Bank,0,Greenwich Financial Center Branch,1176,07/15/1987,07/14/1996,3a Pickwick Plaza,Greenwich,Fairfield,CT,6830,41.03016,-73.62546,245289.0,230703.0,303529.0,322360.0,372310.0,323202.0,337303,344271.6666666667,CLOSED,337
JPMorgan Chase Bank,0,Stamford Prospect Street Branch,1177,06/21/1982,07/14/1996,45 Prospect Street,Stamford,Fairfield,CT,6901,41.05757,-73.53729,204954.0,214910.0,238414.0,262654.0,260571.0,267904.0,320712,283062.3333333333,CLOSED,337
JPMorgan Chase Bank,0,Oradell Branch,1191,03/10/1995,07/14/1996,417 Kinderkamack Road,Oradell,Bergen,NJ,7649,40.95482,-74.03151,146496.0,143628.0,154301.0,156983.0,151251.0,156965.0,176232,161482.66666666666,CLOSED,356
JPMorgan Chase Bank,0,South Street Branch,1194,01/04/1982,12/01/1996,225 South Street,Morristown,Morris,NJ,7960,40.78877,-74.47224,139938.0,145111.0,160261.0,237528.0,248854.0,286115.0,320458,285142.3333333333,CLOSED,346
JPMorgan Chase Bank,0,Boonton Branch,1195,11/29/1954,12/01/1996,"530 Myrtle Avenue, A&p",Boonton,Morris,NJ,7005,40.9288,-74.42096,53328.0,60372.0,59421.0,67595.0,116456.0,71961.0,73840,87419.0,CLOSED,340
JPMorgan Chase Bank,0,Lake Hiawatha Branch,1196,02/01/1966,12/01/1996,53 North Beverwyck Road,Lake Hiawatha,Morris,NJ,7034,40.88016,-74.38229,167402.0,124592.0,131894.0,146354.0,166895.0,172558.0,189701,176384.66666666666,CLOSED,351
JPMorgan Chase Bank,0,Denville Branch,1199,01/24/1949,12/01/1996,57 Diamond Spring Rd,Denville,Morris,NJ,7834,40.89353,-74.47684,104852.0,106963.0,120220.0,128947.0,131995.0,139706.0,147914,139871.66666666666,CLOSED,346
JPMorgan Chase Bank,0,Florham Park Branch,1200,06/25/1956,12/01/1996,186 Ridgedale Avenue,Florham Park,Morris,NJ,7932,40.78731,-74.39056,100140.0,104419.0,110747.0,127155.0,128940.0,130612.0,139909,133153.66666666666,CLOSED,344
JPMorgan Chase Bank,0,Madison Waverly Branch,1201,12/22/1958,12/01/1996,2 Waverly Place,Madison,Morris,NJ,7940,40.75855,-74.41513,462000.0,1099344.0,456855.0,451583.0,427166.0,436239.0,411658,425021.0,CLOSED,343
JPMorgan Chase Bank,0,New Vernon Branch,1205,03/01/1965,12/01/1996,15 Village Road,New Vernon,Morris,NJ,7976,40.74249,-74.48442,59957.0,63835.0,58979.0,64674.0,73492.0,77266.0,84045,78267.66666666667,CLOSED,386
JPMorgan Chase Bank,0,Parsippany Road Branch,1206,01/30/1967,12/01/1996,100 Parsippany Road,Parsippany,Morris,NJ,7054,40.8617,-74.42637,142325.0,149683.0,157221.0,167660.0,190290.0,183304.0,213111,195568.33333333334,CLOSED,340
JPMorgan Chase Bank,0,Montclair Branch,1208,07/10/1970,12/01/1996,19 North Fullerton Avenue,Montclair,Essex,NJ,7042,40.81424,-74.21802,172421.0,177839.0,183163.0,204310.0,207750.0,231329.0,254090,231056.33333333334,CLOSED,370
JPMorgan Chase Bank,0,Upper Montclair Branch,1209,12/23/1957,12/01/1996,580 Valley Road,Upper Montclair,Essex,NJ,7043,40.8412,-74.20817,140208.0,151930.0,155258.0,164398.0,167857.0,183944.0,197159,182986.66666666666,CLOSED,367
JPMorgan Chase Bank,0,Watchung Plaza Branch,1210,01/10/1936,12/01/1996,17 Watchung Plaza,Montclair,Essex,NJ,7042,40.8298,-74.20627,100446.0,100831.0,110452.0,114692.0,123842.0,135456.0,136531,131943.0,CLOSED,349
JPMorgan Chase Bank,0,Verona Branch,1211,10/01/1951,12/01/1996,566 Bloomfield Avenue,Verona,Essex,NJ,7044,40.83177,-74.24552,65056.0,68704.0,71853.0,81304.0,89422.0,99164.0,100049,96211.66666666667,CLOSED,348
JPMorgan Chase Bank,0,West Caldwell Branch,1212,10/05/1959,12/01/1996,865 Bloomfield Avenue,West Caldwell,Essex,NJ,7006,40.85119,-74.29807,123835.0,127054.0,143366.0,155333.0,169912.0,185715.0,189413,181680.0,CLOSED,348
JPMorgan Chase Bank,0,Short Hills Branch,1213,12/23/1963,12/01/1996,800 Morris Turnpike,Short Hills,Essex,NJ,7078,40.72156,-74.3348,202419.0,211621.0,209057.0,231591.0,249486.0,267784.0,281142,266137.3333333333,CLOSED,360
JPMorgan Chase Bank,0,Patterson Market Branch,1215,05/20/1972,12/01/1996,148 Market Street,Paterson,Passaic,NJ,7505,40.91645,-74.1714,33138.0,31368.0,39743.0,41614.0,44458.0,49409.0,55582,49816.333333333336,CLOSED,355
JPMorgan Chase Bank,0,Midland Avenue Branch,1216,05/12/1980,12/01/1996,36 East Midland Avenue,Paramus,Bergen,NJ,7652,40.94853,-74.06935,134684.0,136333.0,163697.0,191646.0,191206.0,209943.0,228117,209755.33333333334,CLOSED,355
JPMorgan Chase Bank,0,Clifton Branch,1219,05/19/1980,12/01/1996,1459 Main Avenue,Clifton,Passaic,NJ,7011,40.8839,-74.1485,41989.0,45516.0,50481.0,45931.0,49670.0,52560.0,60759,54329.666666666664,CLOSED,347
JPMorgan Chase Bank,0,River Edge Branch,1220,06/13/1981,12/01/1996,686 Kinderkamack Road,River Edge,Bergen,NJ,7661,40.9316,-74.03384,63783.0,61397.0,95897.0,105362.0,113821.0,127798.0,143351,128323.33333333333,CLOSED,369
JPMorgan Chase Bank,0,Hawthorne Branch,1221,06/23/1966,12/01/1996,331 Lafayette Avenue,Hawthorne,Passaic,NJ,7506,40.94949,-74.15524,84077.0,82404.0,89664.0,88623.0,107142.0,108780.0,111452,109124.66666666667,CLOSED,354
JPMorgan Chase Bank,0,Wyckoff Branch,1223,11/09/1970,12/01/1996,525 Cedar Hill Avenue,Wyckoff,Bergen,NJ,7481,40.98579,-74.1686,141709.0,167634.0,167578.0,184062.0,177399.0,176236.0,182201,178612.0,CLOSED,354
JPMorgan Chase Bank,0,Hackensack Branch,1225,05/13/1985,12/01/1996,505 Main Street,Hackensack,Bergen,NJ,7601,40.89468,-74.03955,70977.0,68777.0,60403.0,91107.0,101195.0,102293.0,109103,104197.0,CLOSED,364
JPMorgan Chase Bank,0,Westfield Branch,1226,04/07/1986,12/01/1996,302 East Broad Street,Westfield,Union,NJ,7090,40.65332,-74.34667,176007.0,179277.0,216742.0,341143.0,315539.0,321627.0,296201,311122.3333333333,CLOSED,363
JPMorgan Chase Bank,0,Hillside Branch,1227,06/29/1985,12/01/1996,1152 Liberty Avenue,Hillside,Union,NJ,7205,40.69359,-74.23662,66249.0,70625.0,72212.0,68286.0,66298.0,73105.0,73988,71130.33333333333,CLOSED,361
JPMorgan Chase Bank,0,Ridgewood Branch,1228,12/03/1990,12/01/1996,84 East Ridgewood Avenue East,Ridgewood,Bergen,NJ,7450,40.97959,-74.11838,138603.0,136139.0,150815.0,164863.0,176316.0,187110.0,207432,190286.0,CLOSED,358
JPMorgan Chase Bank,0,Summit Branch,1229,04/13/1992,12/01/1996,67-69 Summit Avenue,Summit,Union,NJ,7901,40.71672,-74.35614,167920.0,169223.0,212022.0,248037.0,242824.0,233585.0,264875,247094.66666666666,CLOSED,352
JPMorgan Chase Bank,0,Palisades Park Branch,1232,10/25/1993,12/01/1996,460 Bergen Boulevard,Palisades Park,Bergen,NJ,7650,40.84579,-73.98571,121425.0,129690.0,142918.0,170686.0,184860.0,194725.0,218609,199398.0,CLOSED,375
JPMorgan Chase Bank,0,Fort Lee Branch,1233,11/30/1994,12/01/1996,188-190 Main Street,Fort Lee,Bergen,NJ,7024,40.85103,-73.96942,193690.0,235424.0,227850.0,251566.0,268848.0,281802.0,331177,293942.3333333333,CLOSED,95
JPMorgan Chase Bank,0,Chase Plaza Branch,1235,01/01/1997,,28 Liberty St,New York City,New York,NY,10005,40.70615,-74.00859,1393004.0,1475539.0,1517297.0,1637099.0,1656725.0,1780676.0,1925358,1787586.3333333333,CLOSED,209
JPMorgan Chase Bank,0,Montclair - Private Banking Branch,1245,07/01/1997,,483 Bloomfield Avenue,Montclair,Essex,NJ,7042,40.81432,-74.21802,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,347
JPMorgan Chase Bank,0,Montclair Drive-In Branch,1246,07/01/1997,,19 North Fullerton Avenue,Montclair,Essex,NJ,7042,40.81478,-74.21706,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,355
JPMorgan Chase Bank,0,Paramus - Private Banking Branch,1247,09/01/1997,,36 Midland Avenue East,Paramus,Bergen,NJ,7652,40.95194,-74.07543,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,357
JPMorgan Chase Bank,0,Upper Montclair Drive-In Branch,1248,07/01/1997,,580 Valley Road,Upper Montclair,Essex,NJ,7043,40.84024,-74.20788,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,367
JPMorgan Chase Bank,0,Cs First Boston Corp Cashier Branch,1254,07/01/1997,,11 Madison Avenue,New York City,New York,NY,10010,40.74187,-73.98724,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,149
JPMorgan Chase Bank,0,Select Direct II Branch,1255,07/01/1997,,"1 Chase Manhattan Plaza, 33rd Floor",New York City,New York,NY,10005,40.70749,-74.00875,3737.0,4173.0,4105.0,3105.0,3517.0,3522.0,3352,3463.6666666666665,CLOSED,146
JPMorgan Chase Bank,0,Javits Convention Center Branch,1261,07/01/1997,,655 West 34th Street,New York City,New York,NY,10001,40.75647,-74.00345,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,219
JPMorgan Chase Bank,0,Krasdale Foods Corp Cashier Branch,1264,07/01/1997,,"400 Food Center Drive, Hunts Point",Bronx,Bronx,NY,10474,40.80867,-73.87187,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,49
JPMorgan Chase Bank,0,Morgan Stanley Corp Cashier Branch,1266,07/01/1997,,1585 Broadway,New York City,New York,NY,10036,40.75993,-73.98489,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,61
JPMorgan Chase Bank,0,New York Coliseum Branch,1270,07/01/1997,,10 Columbus Circle,New York City,New York,NY,10019,40.76818,-73.98234,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,216
JPMorgan Chase Bank,0,Northport Village Drive-In Branch,1272,07/01/1997,,163 Main Street,Northport,Suffolk,NY,11768,40.90064,-73.34893,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,80
JPMorgan Chase Bank,0,Penn Station - Ctcc Branch,1274,07/01/1997,,"132 West 31st Street, Greenly Buildi",New York City,New York,NY,10001,40.74849,-73.99057,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,209
JPMorgan Chase Bank,0,University Heights Branch,1277,07/01/1997,,1755 University Avenue,Bronx,Bronx,NY,10453,40.85001,-73.91645,11216.0,11272.0,11843.0,12659.0,13490.0,15428.0,20337,16418.333333333332,CLOSED,189
JPMorgan Chase Bank,0,Danbury Shoprite Branch,1282,06/30/1998,,"1-A Padanarama Road, North Street Sc",Danbury,Fairfield,CT,6811,41.42438,-73.48288,23256.0,23621.0,26519.0,30861.0,32064.0,36867.0,38119,35683.333333333336,CLOSED,318
JPMorgan Chase Bank,0,Amityville Drive-In Branch,1283,06/30/1998,,4 John Street,Amityville,Suffolk,NY,11701,40.679,-73.41965,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,384
JPMorgan Chase Bank,0,Avenue Of The Americas Branch,1284,07/01/1997,,"1211 Avenue Of The Americas, 39th Fl",New York City,New York,NY,10036,40.75869,-73.98138,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,39
JPMorgan Chase Bank,0,Center Moriches Drive-In Branch,1285,07/01/1997,,405 Main Street,Center Moriches,Suffolk,NY,11934,40.80041,-72.7943,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,74
JPMorgan Chase Bank,0,Lindenhurst Drive-In Branch,1293,07/01/1997,,265 South Wellwood Avenue,Lindenhurst,Suffolk,NY,11757,40.68481,-73.37126,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,85
JPMorgan Chase Bank,0,Mastercard Int'l Corp Cashier Branch,1296,07/01/1997,,2000 Purchase Street,Purchase,Westchester,NY,10577,41.03567,-73.71387,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,183
JPMorgan Chase Bank,0,Morristown - Private Banking Branch,1297,07/01/1997,,225 South Street,Morristown,Morris,NJ,7960,40.78877,-74.47224,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,386
JPMorgan Chase Bank,0,Prudential Securities Branch,1301,07/01/1997,,1 New York Plaza,New York City,New York,NY,10004,40.68879,-74.0191,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,15
JPMorgan Chase Bank,0,Riverdale Pao Branch,1302,07/01/1997,,3775 Riverdale Avenue,Bronx,Bronx,NY,10463,40.88801,-73.90757,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,210
JPMorgan Chase Bank,0,Southampton Drive-In Branch,1304,07/01/1997,,66 Nugent Street,Southampton,Suffolk,NY,11968,40.886,-72.39182,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,83
JPMorgan Chase Bank,0,Ibm Corp Cashier Branch,1305,07/01/1997,,Long Meadow Road,Sterling Forest,Orange,NY,10979,41.18365,-74.31351,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,OPEN,390
JPMorgan Chase Bank,0,Utica-Middle Market Reg Hq Branch,1307,07/01/1997,,258 Genesse Street,Utica,Oneida,NY,13502,43.14793,-75.16837,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,391
JPMorgan Chase Bank,0,Patterson Trailer Branch,1309,09/15/1998,,3112 Ny Route 22,Patterson,Putnam,NY,12563,41.4959,-73.59164,31544.0,31979.0,40963.0,42023.0,44952.0,45442.0,51034,47142.666666666664,OPEN,392
JPMorgan Chase Bank,0,Mason Street Private Banking Branch,1313,03/02/1998,,"191 Mason Street, Elm Street",Greenwich,Fairfield,CT,6830,41.0255,-73.6242,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,336
JPMorgan Chase Bank,0,Mohegan Lake Fsc Branch,1314,07/14/1998,,"3105 East Main Street, Cortlandt Town Center",Mohegan Lake,Westchester,NY,10547,41.31134,-73.84706,23658.0,22656.0,24632.0,27623.0,29231.0,30099.0,34598,31309.333333333332,CLOSED,254
JPMorgan Chase Bank,0,Houston Main Office,1315,07/03/1912,08/01/2000,712 Main Street,Houston,Harris,TX,77002,29.75917,-95.36334,26356388.0,36991358.0,38794794.0,52284845.0,82408236.0,60702170.0,57820585,66976997.0,CLOSED,439
JPMorgan Chase Bank,0,Motor Bank Branch,1318,02/04/1980,08/01/2000,212 Milam Street,Houston,Harris,TX,77002,29.76398,-95.36201,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,408
JPMorgan Chase Bank,0,Woodlands Branch,1319,05/17/1972,08/01/2000,25025 Interstate 45 North Freeway,Spring,Montgomery,TX,77380,30.13594,-95.46871,124642.0,191821.0,139133.0,144451.0,158027.0,219354.0,177906,185095.66666666666,CLOSED,441
JPMorgan Chase Bank,0,Detached Drive-In Facility Branch,1320,11/13/1979,08/01/2000,25025 Interstate 45 North Freeway,Spring,Montgomery,TX,77380,30.13594,-95.46871,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,397
JPMorgan Chase Bank,0,Stafford Branch,1321,05/29/1956,08/01/2000,11806 Wilcrest Drive,Houston,Harris,TX,77031,29.65071,-95.56772,228748.0,235691.0,283603.0,300138.0,325135.0,331924.0,348054,335037.6666666667,CLOSED,427
JPMorgan Chase Bank,0,Katy Freeway Branch,1322,04/02/1979,08/01/2000,400 Mason Road South,Katy,Harris,TX,77450,29.77967,-95.75194,233470.0,252919.0,265715.0,299108.0,314903.0,345855.0,355191,338649.6666666667,OPEN,400
JPMorgan Chase Bank,0,Cypress Station Branch,1323,07/15/1982,08/01/2000,616 Fm 1960 West,Houston,Harris,TX,77090,30.01977,-95.44004,138218.0,152594.0,160359.0,165326.0,168555.0,172478.0,181581,174204.66666666666,OPEN,401
JPMorgan Chase Bank,0,Champions Branch,1324,04/15/1983,08/01/2000,13202 Cutten Road,Houston,Harris,TX,77069,29.96969,-95.53134,178433.0,186097.0,211434.0,232536.0,237847.0,264192.0,269755,257264.66666666666,CLOSED,416
JPMorgan Chase Bank,0,Airline Branch,1325,08/29/1958,08/01/2000,5207 Airline Drive,Houston,Harris,TX,77022,29.84238,-95.38446,159938.0,160526.0,172907.0,182475.0,190342.0,199809.0,203489,197880.0,CLOSED,407
JPMorgan Chase Bank,0,Drive-In Facility Branch,1326,09/14/1973,08/01/2000,5207 Airline Drive,Houston,Harris,TX,77022,29.84238,-95.38446,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,403
JPMorgan Chase Bank,0,Kirby Motor Bank Branch,1327,06/27/1963,08/01/2000,3002 Kirby Drive,Houston,Harris,TX,77098,29.73817,-95.41875,206799.0,223389.0,250942.0,285741.0,323188.0,332236.0,382351,345925.0,CLOSED,410
JPMorgan Chase Bank,0,Kirby Motor Bank Branch,1329,08/18/1978,08/01/2000,3212 Kirby Drive,Houston,Harris,TX,77098,29.73617,-95.41879,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,412
JPMorgan Chase Bank,0,Reagan Motor Bank Branch,1330,03/01/1950,08/01/2000,500 West 20th Street,Houston,Harris,TX,77008,29.80288,-95.40687,306131.0,290563.0,329283.0,360067.0,385679.0,409356.0,432063,409032.6666666667,CLOSED,407
JPMorgan Chase Bank,0,Reagon Motor Bank Branch,1331,01/05/1971,08/01/2000,500 West 20th Street,Houston,Harris,TX,77008,29.8038,-95.40598,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,425
JPMorgan Chase Bank,0,Southeast Branch,1332,06/21/1971,08/01/2000,7545 Bellfort Street,Houston,Harris,TX,77061,29.67271,-95.28743,96343.0,96459.0,101798.0,108529.0,110376.0,114923.0,117235,114178.0,CLOSED,433
JPMorgan Chase Bank,0,Medical Branch,1334,06/21/1974,08/01/2000,6560 Fannin Street,Houston,Harris,TX,77030,29.71154,-95.39956,236170.0,253950.0,282622.0,334578.0,387616.0,385359.0,449044,407339.6666666667,CLOSED,492
JPMorgan Chase Bank,0,Tanglewood Branch,1335,08/15/1977,08/01/2000,5851 San Felipe Road,Houston,Harris,TX,77057,29.74991,-95.48306,273270.0,273495.0,292811.0,324573.0,350450.0,353232.0,342548,348743.3333333333,CLOSED,411
JPMorgan Chase Bank,0,Richmond/Sage Branch,1336,01/05/1979,08/01/2000,5177 Richmond Avenue,Houston,Harris,TX,77056,29.73153,-95.466,272029.0,255580.0,277923.0,318201.0,327979.0,338984.0,362645,343202.6666666667,CLOSED,406
JPMorgan Chase Bank,0,Del Oro Branch,1337,10/29/1973,08/01/2000,7505 Fannin Street,Houston,Harris,TX,77054,29.69276,-95.401,131441.0,142013.0,148057.0,152545.0,161214.0,184328.0,205919,183820.33333333334,CLOSED,395
JPMorgan Chase Bank,0,Lakeside Branch,1338,07/19/1973,08/01/2000,10411 Westheimer Road,Houston,Harris,TX,77042,29.73678,-95.55905,346672.0,341394.0,395232.0,462150.0,483258.0,549594.0,634501,555784.3333333334,CLOSED,420
JPMorgan Chase Bank,0,North Freeway Branch,1339,07/17/1970,08/01/2000,9130 North Freeway,Houston,Harris,TX,77037,29.89115,-95.41173,145021.0,157167.0,164972.0,167637.0,180529.0,204245.0,196090,193621.33333333334,CLOSED,404
JPMorgan Chase Bank,0,Cyfair Branch,1340,05/11/1981,08/01/2000,13103 Fm 1960 West,Houston,Harris,TX,77065,29.91856,-95.61193,146147.0,147714.0,163357.0,179509.0,195798.0,192488.0,209846,199377.33333333334,OPEN,416
JPMorgan Chase Bank,0,South Belt Branch,1341,11/01/1979,08/01/2000,11222 South Belt Drive,Houston,Harris,TX,77089,29.59389,-95.22545,124462.0,119011.0,131050.0,145393.0,151805.0,153600.0,166677,157360.66666666666,CLOSED,424
JPMorgan Chase Bank,0,Bay Area Boulevard Branch,1342,05/24/1982,08/01/2000,2475 Bay Area Boulevard,Houston,Harris,TX,77058,29.57513,-95.1081,127013.0,146230.0,157367.0,173747.0,187556.0,203565.0,211937,201019.33333333334,CLOSED,418
JPMorgan Chase Bank,0,West Little York Branch,1343,11/19/1973,08/01/2000,6510 West Little York Road,Houston,Harris,TX,77040,29.8658,-95.4885,158677.0,173978.0,190553.0,203013.0,216076.0,236422.0,250374,234290.66666666666,OPEN,419
JPMorgan Chase Bank,0,Eldridge Parkway Branch,1344,01/03/1983,08/01/2000,1490 Eldridge Parkway,Houston,Harris,TX,77077,29.75863,-95.62541,194525.0,211452.0,255276.0,279352.0,312001.0,362903.0,358264,344389.3333333333,CLOSED,420
JPMorgan Chase Bank,0,Westwood Branch,1346,06/24/1974,08/01/2000,9525 Bissonnet Street,Houston,Harris,TX,77036,29.67561,-95.54493,165435.0,160759.0,166679.0,169008.0,170852.0,183326.0,191509,181895.66666666666,CLOSED,436
JPMorgan Chase Bank,0,West Oaks Branch,1347,09/13/1983,08/01/2000,14651 Alief Clodine Road,Houston,Harris,TX,77082,29.70872,-95.64426,59932.0,63291.0,67097.0,72758.0,79579.0,85293.0,90901,85257.66666666667,CLOSED,420
JPMorgan Chase Bank,0,Kingwood Branch,1348,01/07/1974,08/01/2000,1075 Kingwood Drive,Kingwood,Harris,TX,77339,30.04978,-95.24074,211712.0,215652.0,233786.0,256986.0,268639.0,270098.0,282429,273722.0,CLOSED,423
JPMorgan Chase Bank,0,Pasadena South Branch,1349,04/02/1979,08/01/2000,3930 Burke Rd,Pasadena,Harris,TX,77504,29.65099,-95.18461,100438.0,98113.0,98338.0,102693.0,106745.0,108375.0,112745,109288.33333333333,CLOSED,424
JPMorgan Chase Bank,0,Allen Center Branch,1351,04/15/1964,08/01/2000,"500 Dallas St, Ste L-10",Houston,Harris,TX,77002,29.75789,-95.37016,116792.0,126447.0,139976.0,151001.0,172350.0,190353.0,192687,185130.0,CLOSED,405
JPMorgan Chase Bank,0,Conroe Branch,1352,02/29/1988,08/01/2000,1320 West Davis,Conroe,Montgomery,TX,77304,30.31616,-95.47426,158164.0,167670.0,183493.0,201802.0,220654.0,231556.0,234997,229069.0,OPEN,426
JPMorgan Chase Bank,0,Sugar Land Branch,1353,11/01/1983,08/01/2000,2430 Highway 6,Sugar Land,Fort Bend,TX,77478,29.59631,-95.61695,188531.0,188179.0,212393.0,229499.0,254948.0,280528.0,295195,276890.3333333333,OPEN,427
JPMorgan Chase Bank,0,Friendswood Branch,1354,03/19/1966,08/01/2000,611 South Friendswood Drive,Friendswood,Galveston,TX,77546,29.52636,-95.19727,143521.0,153740.0,157156.0,171892.0,195025.0,200297.0,219717,205013.0,CLOSED,417
JPMorgan Chase Bank,0,Mcallen Neuhaus Tower Branch,1358,12/10/1945,08/01/2000,200 South Tenth Street,Mcallen,Hidalgo,TX,78501,26.20206,-98.23039,460270.0,488531.0,515836.0,523621.0,485161.0,464974.0,451306,467147.0,CLOSED,490
JPMorgan Chase Bank,0,West Galleria Branch,1360,04/17/1973,08/01/2000,6330 West Loop S,Bellaire,Harris,TX,77401,29.71191,-95.46064,144558.0,139505.0,150656.0,160890.0,187235.0,202786.0,212139,200720.0,CLOSED,493
JPMorgan Chase Bank,0,Bear Creek Branch,1361,03/01/1979,08/01/2000,4600 Highway 6 North,Houston,Harris,TX,77084,29.84183,-95.64573,119267.0,130438.0,147595.0,152726.0,170762.0,187659.0,203733,187384.66666666666,CLOSED,420
